	Text_ID	Word_Number	Sentence_Number	Word_In_Sentence_Number	Word	Word_Cleaned
894	17	8	1	8	a	a
895	17	9	1	9	bird's	bird's
896	17	10	1	10	head	head
897	17	11	1	11	is	is
898	17	12	1	12	only	only
899	17	13	1	13	connected	connected
900	17	14	1	14	by	by
901	17	15	1	15	one	one
902	17	16	1	16	socket	socket
903	17	17	1	17	pivot.	pivot
904	17	18	2	1	People	people
905	17	19	2	2	have	have
906	17	20	2	3	"two,"	two
907	17	21	2	4	which	which
908	17	22	2	5	limits	limits
909	17	23	2	6	our	our
910	17	24	2	7	ability	ability
911	17	25	2	8	to	to
912	17	26	2	9	"twist,"	twist
913	17	27	2	10	Forsman	forsman
914	17	28	2	11	added.	added
915	17	29	3	1	Owls	owls
916	17	30	3	2	also	also
917	17	31	3	3	have	have
918	17	32	3	4	multiple	multiple
919	17	33	3	5	"vertebrae,"	vertebrae
920	17	34	3	6	the	the
921	17	35	3	7	small	small
922	17	36	3	8	bones	bones
923	17	37	3	9	that	that
924	17	38	3	10	make	make
925	17	39	3	11	up	up
926	17	40	3	12	the	the
927	17	41	3	13	neck	neck
928	17	42	3	14	and	and
929	17	43	3	15	"spine,"	spine
930	17	44	3	16	helping	helping
931	17	45	3	17	them	them
932	17	46	3	18	achieve	achieve
933	17	47	3	19	a	a
934	17	48	3	20	wide	wide
935	17	49	3	21	range	range
936	17	50	3	22	of	of
937	17	51	3	23	motion.	motion
938	18	1	1	1	Even	even
939	18	2	1	2	in	in
940	18	3	1	3	the	the
941	18	3	3	9	evolution	evolution
942	18	4	1	4	same	same
943	18	5	1	5	"animal,"	animal
944	18	6	1	6	not	not
945	18	7	1	7	all	all
946	18	8	1	8	bites	bites
947	18	9	1	9	are	are
948	18	10	1	10	the	the
949	18	11	1	11	same.	same
950	18	12	2	1	A	a
951	18	13	2	2	new	new
952	18	14	2	3	study	study
953	18	15	2	4	finds	finds
954	18	16	2	5	that	that
955	18	17	2	6	because	because
956	18	18	2	7	the	the
957	18	19	2	8	force	force
958	18	20	2	9	in	in
959	18	21	2	10	a	a
960	18	22	2	11	muscle	muscle
961	18	23	2	12	depends	depends
962	18	24	2	13	on	on
963	18	25	2	14	how	how
964	18	26	2	15	much	much
965	18	27	2	16	it	it
966	18	28	2	17	is	is
967	18	29	2	18	"stretched,"	stretched
968	18	30	2	19	an	an
969	18	31	2	20	animal's	animal's
970	18	32	2	21	bite	bite
971	18	33	2	22	force	force
972	18	34	2	23	depends	depends
973	18	35	2	24	on	on
974	18	36	2	25	the	the
975	18	37	2	26	size	size
976	18	38	2	27	of	of
977	18	39	2	28	what	what
978	18	40	2	29	it	it
979	18	41	2	30	is	is
980	18	42	2	31	biting.	biting
981	18	43	3	1	The	the
982	18	44	3	2	finding	finding
983	18	45	3	3	has	has
984	18	46	3	4	direct	direct
985	18	47	3	5	implications	implications
986	18	48	3	6	for	for
987	18	49	3	7	ecology	ecology
988	18	50	3	8	and	and
989	19	1	1	1	"Interestingly,"	interestingly
990	19	2	1	2	the	the
991	19	3	1	3	heaviest	heaviest
992	19	4	1	4	isotopes	isotopes
993	19	5	1	5	physicists	physicists
994	19	6	1	6	have	have
995	19	7	1	7	managed	managed
996	19	8	1	8	to	to
997	19	9	1	9	synthesize	synthesize
998	19	10	1	10	so	so
999	19	11	1	11	far	far
1000	19	12	1	12	don't	don't
1001	19	13	1	13	behave	behave
1002	19	14	1	14	quite	quite
1003	19	15	1	15	like	like
1004	19	16	1	16	science's	science's
1005	19	17	1	17	best	best
1006	19	18	1	18	current	current
1007	19	19	1	19	models	models
1008	19	20	1	20	"predict,"	predict
1009	19	21	1	21	so	so
1010	19	22	1	22	stable	stable
1011	19	23	1	23	superheavy	superheavy
1012	19	24	1	24	nuclei	nuclei
1013	19	25	1	25	are	are
1014	19	26	1	26	likely	likely
1015	19	27	1	27	to	to
1016	19	28	1	28	be	be
1017	19	29	1	29	full	full
1018	19	30	1	30	of	of
1019	19	31	1	31	surprises.	surprises
1020	19	32	2	1	Chemists	chemists
1021	19	33	2	2	cannot	cannot
1022	19	34	2	3	even	even
1023	19	35	2	4	predict	predict
1024	19	36	2	5	with	with
1025	19	37	2	6	any	any
1026	19	38	2	7	certainty	certainty
1027	19	39	2	8	whether	whether
1028	19	40	2	9	these	these
1029	19	41	2	10	materials	materials
1030	19	42	2	11	will	will
1031	19	43	2	12	exist	exist
1032	19	44	2	13	as	as
1033	19	45	2	14	"gases,"	gases
1034	19	46	2	15	"liquids,"	liquids
1035	19	47	2	16	or	or
1036	19	48	2	17	solids	solids
1037	19	49	2	18	at	at
1038	19	50	2	19	room	room
1039	19	51	2	20	temperature	temperature
1040	20	1	1	1	Buck	buck
1041	20	2	1	2	did	did
1042	20	3	1	3	not	not
1043	20	4	1	4	like	like
1044	20	5	1	5	"it,"	it
1045	20	6	1	6	but	but
1046	20	7	1	7	he	he
1047	20	8	1	8	bore	bore
1048	20	9	1	9	up	up
1049	20	10	1	10	well	well
1050	20	11	1	11	to	to
1051	20	12	1	12	the	the
1052	20	13	1	13	"work,"	work
1053	20	14	1	14	taking	taking
1054	20	15	1	15	pride	pride
1055	20	16	1	16	in	in
1056	20	17	1	17	it.	it
1057	20	18	2	1	It	it
1058	20	19	2	2	was	was
1059	20	20	2	3	a	a
1060	20	21	2	4	monotonous	monotonous
1061	20	22	2	5	"life,"	life
1062	20	23	2	6	operating	operating
1063	20	24	2	7	with	with
1064	20	25	2	8	machine-like	machine-like
1065	20	26	2	9	regularity.	regularity
1066	20	27	3	1	One	one
1067	20	28	3	2	day	day
1068	20	29	3	3	was	was
1069	20	30	3	4	very	very
1070	20	31	3	5	like	like
1071	20	32	3	6	another.	another
1072	20	33	4	1	At	at
1073	20	34	4	2	a	a
1074	20	35	4	3	certain	certain
1075	20	36	4	4	time	time
1076	20	37	4	5	each	each
1077	20	38	4	6	morning	morning
1078	20	39	4	7	the	the
1079	20	40	4	8	cooks	cooks
1080	20	41	4	9	turned	turned
1081	20	42	4	10	"out,"	out
1082	20	43	4	11	fires	fires
1083	20	44	4	12	were	were
1084	20	45	4	13	"built,"	built
1085	20	46	4	14	and	and
1086	20	47	4	15	breakfast	breakfast
1087	20	48	4	16	was	was
1088	20	49	4	17	eaten.	eaten
1089	21	1	1	1	These	these
1090	21	2	1	2	"days,"	days
1091	21	3	3	3	neuroscience	neuroscience
1092	21	4	1	4	is	is
1093	21	5	1	5	beginning	beginning
1094	21	6	1	6	to	to
1095	21	7	1	7	catch	catch
1096	21	8	1	8	up	up
1097	21	9	1	9	to	to
1098	21	10	1	10	musicians	musicians
1099	21	11	1	11	who	who
1100	21	12	1	12	practice	practice
1101	21	13	1	13	mentally.	mentally
1102	21	14	2	1	Although	although
1103	21	15	2	2	the	the
1104	21	16	2	3	details	details
1105	21	17	2	4	are	are
1106	21	18	2	5	still	still
1107	21	19	2	6	somewhat	somewhat
1108	21	20	2	7	"elusive,"	elusive
1109	21	21	2	8	the	the
1110	21	22	2	9	key	key
1111	21	23	2	10	to	to
1112	21	24	2	11	the	the
1113	21	25	2	12	success	success
1114	21	26	2	13	of	of
1115	21	27	2	14	mental	mental
1116	21	28	2	15	imagery	imagery
1117	21	29	2	16	as	as
1118	21	30	2	17	a	a
1119	21	31	2	18	rehearsal	rehearsal
1120	21	32	2	19	technique	technique
1121	21	33	2	20	is	is
1122	21	34	2	21	that	that
1123	21	35	2	22	most	most
1124	21	36	2	23	of	of
1125	21	37	2	24	the	the
1126	21	38	2	25	same	same
1127	21	39	2	26	neurological	neurological
1128	21	40	2	27	regions	regions
1129	21	41	2	28	are	are
1130	21	42	2	29	invoked	invoked
1131	21	43	2	30	by	by
1132	21	44	2	31	mental	mental
1133	21	45	2	32	practice	practice
1134	21	46	2	33	as	as
1135	21	47	2	34	by	by
1136	21	48	2	35	real	real
1137	21	49	2	36	practice.	practice
1138	22	1	1	1	Not	not
1139	22	2	1	2	only	only
1140	22	3	1	3	smoke	smoke
1141	22	4	1	4	came	came
1142	22	5	1	5	out	out
1143	22	6	1	6	of	of
1144	22	7	1	7	it.	it
1145	22	8	2	1	There	there
1146	22	9	2	2	came	came
1147	22	10	2	3	also	also
1148	22	11	2	4	children's	children's
1149	22	12	2	5	"voices,"	voices
1150	22	13	2	6	for	for
1151	22	14	2	7	so	so
1152	22	15	2	8	safe	safe
1153	22	16	2	9	did	did
1154	22	17	2	10	the	the
1155	22	18	2	11	boys	boys
1156	22	19	2	12	feel	feel
1157	22	20	2	13	in	in
1158	22	21	2	14	their	their
1159	22	22	2	15	hiding-place	hiding-place
1160	22	23	2	16	that	that
1161	22	24	2	17	they	they
1162	22	25	2	18	were	were
1163	22	26	2	19	gaily	gaily
1164	22	27	2	20	chattering.	chattering
1165	22	28	3	1	The	the
1166	22	29	3	2	pirates	pirates
1167	22	30	3	3	listened	listened
1168	22	31	3	4	"grimly,"	grimly
1169	22	32	3	5	and	and
1170	22	33	3	6	then	then
1171	22	34	3	7	replaced	replaced
1172	22	35	3	8	the	the
1173	22	36	3	9	mushroom.	mushroom
1174	22	37	4	1	They	they
1175	22	38	4	2	looked	looked
1176	22	39	4	3	around	around
1177	22	40	4	4	them	them
1178	22	41	4	5	and	and
1179	22	42	4	6	noted	noted
1180	22	43	4	7	the	the
1181	22	44	4	8	holes	holes
1182	22	45	4	9	in	in
1183	22	46	4	10	the	the
1184	22	47	4	11	seven	seven
1185	22	48	4	12	trees.	trees
1186	23	1	1	1	When	when
1187	23	2	1	2	a	a
1188	23	3	1	3	nucleus	nucleus
1189	23	4	1	4	has	has
1190	23	5	1	5	all	all
1191	23	6	1	6	of	of
1192	23	7	1	7	its	its
1193	23	8	1	8	proton	proton
1194	23	9	1	9	shells	shells
1195	23	10	1	10	or	or
1196	23	11	1	11	neutron	neutron
1197	23	12	1	12	shells	shells
1198	23	13	1	13	loaded	loaded
1199	23	14	1	14	to	to
1200	23	15	1	15	full	full
1201	23	16	1	16	"capacity,"	capacity
1202	23	17	1	17	the	the
1203	23	18	1	18	layers	layers
1204	23	19	1	19	can	can
1205	23	20	1	20	align	align
1206	23	21	1	21	so	so
1207	23	22	1	22	well	well
1208	23	23	1	23	that	that
1209	23	24	1	24	each	each
1210	23	25	1	25	shell	shell
1211	23	26	1	26	can	can
1212	23	27	1	27	spoon	spoon
1213	23	28	1	28	intimately	intimately
1214	23	29	1	29	with	with
1215	23	30	1	30	its	its
1216	23	31	1	31	attractive	attractive
1217	23	32	1	32	"neighbors,"	neighbors
1218	23	33	1	33	forming	forming
1219	23	34	1	34	a	a
1220	23	35	1	35	more	more
1221	23	36	1	36	compact	compact
1222	23	37	1	37	sphere	sphere
1223	23	38	1	38	that	that
1224	23	39	1	39	fits	fits
1225	23	40	1	40	well	well
1226	23	41	1	41	within	within
1227	23	42	1	42	the	the
1228	23	43	1	43	strong	strong
1229	23	44	1	44	nuclear	nuclear
1230	23	45	1	45	force's	force's
1231	23	46	1	46	area	area
1232	23	47	1	47	of	of
1233	23	48	1	48	influence.	influence
1234	24	1	1	1	Hybrid	hybrid
1235	24	2	1	2	vehicles	vehicles
1236	24	3	1	3	have	have
1237	24	4	1	4	a	a
1238	24	5	1	5	halo	halo
1239	24	6	1	6	that	that
1240	24	7	1	7	makes	makes
1241	24	8	1	8	owners	owners
1242	24	9	1	9	feel	feel
1243	24	10	1	10	righteous	righteous
1244	24	11	1	11	and	and
1245	24	12	1	12	their	their
1246	24	13	1	13	neighbors	neighbors
1247	24	14	1	14	feel	feel
1248	24	15	1	15	guilty	guilty
1249	24	16	1	16	for	for
1250	24	17	1	17	not	not
1251	24	18	1	18	doing	doing
1252	24	19	1	19	as	as
1253	24	20	1	20	much	much
1254	24	21	1	21	to	to
1255	24	22	1	22	save	save
1256	24	23	1	23	the	the
1257	24	24	1	24	planet.	planet
1258	24	25	2	1	They	they
1259	24	26	2	2	also	also
1260	24	27	2	3	cost	cost
1261	24	28	2	4	more	more
1262	24	29	2	5	and	and
1263	24	30	2	6	a	a
1264	24	31	2	7	new	new
1265	24	32	2	8	report	report
1266	24	33	2	9	from	from
1267	24	34	2	10	the	the
1268	24	35	2	11	very	very
1269	24	36	2	12	green	green
1270	24	37	2	13	Union	union
1271	24	38	2	14	of	of
1272	24	39	2	15	Concerned	concerned
1273	24	40	2	16	Scientists	scientists
1274	24	41	2	17	says	says
1275	24	42	2	18	buyers	buyers
1276	24	43	2	19	aren't	aren't
1277	24	44	2	20	always	always
1278	24	45	2	21	getting	getting
1279	24	46	2	22	their	their
1280	24	47	2	23	money's	money's
1281	24	48	2	24	worth	worth
1282	25	1	1	1	The	The
1283	25	2	1	2	girl's	girl's
1284	25	3	1	3	feet	feet
1285	25	4	1	4	were	were
1286	25	5	1	5	then	then
1287	25	6	1	6	re-wrapped	re-wrapped
1288	25	7	1	7	even	even
1289	25	8	1	8	tighter	tighter
1290	25	9	1	9	than	than
1291	25	10	1	10	"before,"	before
1292	25	11	1	11	causing	causing
1293	25	12	1	12	her	her
1294	25	13	1	13	footprint	footprint
1295	25	14	1	14	to	to
1296	25	15	1	15	shrink	shrink
1297	25	16	1	16	further	further
1298	25	17	1	17	as	as
1299	25	18	1	18	the	the
1300	25	19	1	19	bones	bones
1301	25	20	1	20	slowly	slowly
1302	25	21	1	21	fused	fused
1303	25	22	1	22	into	into
1304	25	23	1	23	their	their
1305	25	24	1	24	new	new
1306	25	25	1	25	configuration.	configuration
1307	25	26	2	1	Occasionally	occasionally
1308	25	27	2	2	girls'	girls'
1309	25	28	2	3	feet	feet
1310	25	29	2	4	would	would
1311	25	30	2	5	"fester,"	fester
1312	25	31	2	6	and	and
1313	25	32	2	7	blood	blood
1314	25	33	2	8	poisoning	poisoning
1315	25	34	2	9	from	from
1316	25	35	2	10	gangrene	gangrene
1317	25	36	2	11	could	could
1318	25	37	2	12	be	be
1319	25	38	2	13	a	a
1320	25	39	2	14	cause	cause
1321	25	40	2	15	for	for
1322	25	41	2	16	"concern,"	concern
1323	25	42	2	17	but	but
1324	25	43	2	18	an	an
1325	25	44	2	19	estimated	estimated
1326	25	45	2	20	0.9	0.9
1327	25	46	2	21	survived	survived
1328	25	47	2	22	the	the
1329	25	48	2	23	process	process
1330	26	1	1	1	An	An
1331	26	2	1	2	early	early
1332	26	3	1	3	task	task
1333	26	4	1	4	will	will
1334	26	5	1	5	be	be
1335	26	6	1	6	to	to
1336	26	7	1	7	make	make
1337	26	8	1	8	sure	sure
1338	26	9	1	9	the	the
1339	26	10	1	10	newfound	newfound
1340	26	11	1	11	microbes	microbes
1341	26	12	1	12	were	were
1342	26	13	1	13	not	not
1343	26	14	1	14	introduced	introduced
1344	26	15	1	15	while	while
1345	26	16	1	16	drilling	drilling
1346	26	17	1	17	through	through
1347	26	18	1	18	the	the
1348	26	19	1	19	ice	ice
1349	26	20	1	20	into	into
1350	26	21	1	21	the	the
1351	26	22	1	22	"lake,"	lake
1352	26	23	1	23	which	which
1353	26	24	1	24	involved	involved
1354	26	25	1	25	a	a
1355	26	26	1	26	hot-water	hot-water
1356	26	27	1	27	drilling	drilling
1357	26	28	1	28	technique	technique
1358	26	29	1	29	designed	designed
1359	26	30	1	30	to	to
1360	26	31	1	31	greatly	greatly
1361	26	32	1	32	reduce	reduce
1362	26	33	1	33	or	or
1363	26	34	1	34	eliminate	eliminate
1364	26	35	1	35	any	any
1365	26	36	1	36	contamination	contamination
1366	26	37	1	37	that	that
1367	26	38	1	38	might	might
1368	26	39	1	39	come	come
1369	26	40	1	40	from	from
1370	26	41	1	41	other	other
1371	26	42	1	42	kerosene-based	kerosene-based
1372	26	43	1	43	drilling	drilling
1373	26	44	1	44	"technology,"	technology
1374	26	45	1	45	Christner	christner
1375	26	46	1	46	said.	said
1376	27	1	1	1	Very	very
1377	27	2	1	2	"similar,"	similar
1378	27	3	1	3	but	but
1379	27	4	1	4	even	even
1380	27	5	1	5	more	more
1381	27	6	1	6	"striking,"	striking
1382	27	7	1	7	is	is
1383	27	8	1	8	the	the
1384	27	9	1	9	evidence	evidence
1385	27	10	1	10	from	from
1386	27	11	1	11	athletic	athletic
1387	27	12	1	12	training.	training
1388	27	13	2	1	As	as
1389	27	14	2	2	with	with
1390	27	15	2	3	rehearsing	rehearsing
1391	27	16	2	4	a	a
1392	27	17	2	5	piece	piece
1393	27	18	2	6	on	on
1394	27	19	2	7	the	the
1395	27	20	2	8	"piano,"	piano
1396	27	21	2	9	practicing	practicing
1397	27	22	2	10	a	a
1398	27	23	2	11	complex	complex
1399	27	24	2	12	physical	physical
1400	27	25	2	13	task	task
1401	27	26	2	14	in	in
1402	27	27	2	15	the	the
1403	27	28	2	16	mind	mind
1404	27	29	2	17	alone	alone
1405	27	30	2	18	is	is
1406	27	31	2	19	nearly	nearly
1407	27	32	2	20	as	as
1408	27	33	2	21	effective	effective
1409	27	34	2	22	a	a
1410	27	35	2	23	learning	learning
1411	27	36	2	24	strategy	strategy
1412	27	37	2	25	as	as
1413	27	38	2	26	actually	actually
1414	27	39	2	27	physically	physically
1415	27	40	2	28	doing	doing
1416	27	41	2	29	it.	it
1417	27	42	3	1	But	but
1418	27	43	3	2	it	it
1419	27	44	3	3	doesn't	doesn't
1420	27	45	3	4	stop	stop
1421	27	46	3	5	there.	there
1422	28	1	1	1	A	A
1423	28	2	1	2	bill	bill
1424	28	3	1	3	was	was
1425	28	4	1	4	drafted	drafted
1426	28	5	1	5	and	and
1427	28	6	1	6	introduced	introduced
1428	28	7	1	7	into	into
1429	28	8	1	8	Parliament	parliament
1430	28	9	1	9	several	several
1431	28	10	1	10	times	times
1432	28	11	1	11	but	but
1433	28	12	1	12	met	met
1434	28	13	1	13	with	with
1435	28	14	1	14	great	great
1436	28	15	1	15	"opposition,"	opposition
1437	28	16	1	16	mostly	mostly
1438	28	17	1	17	from	from
1439	28	18	1	18	farmers.	farmers
1440	28	19	2	1	"Eventually,"	eventually
1441	28	20	2	2	in	in
1442	28	21	2	3	"1925,"	1925
1443	28	22	2	4	it	it
1444	28	23	2	5	was	was
1445	28	24	2	6	decided	decided
1446	28	25	2	7	that	that
1447	28	26	2	8	summer	summer
1448	28	27	2	9	time	time
1449	28	28	2	10	should	should
1450	28	29	2	11	begin	begin
1451	28	30	2	12	on	on
1452	28	31	2	13	the	the
1453	28	32	2	14	day	day
1454	28	33	2	15	following	following
1455	28	34	2	16	the	the
1456	28	35	2	17	third	third
1457	28	36	2	18	Saturday	saturday
1458	28	37	2	19	in	in
1459	28	38	2	20	April	april
1460	28	39	2	21	and	and
1461	28	40	2	22	close	close
1462	28	41	2	23	after	after
1463	28	42	2	24	the	the
1464	28	43	2	25	first	first
1465	28	44	2	26	Saturday	saturday
1466	28	45	2	27	in	in
1467	28	46	2	28	October	october
1468	29	1	1	1	When	when
1469	29	2	1	2	early	early
1470	29	3	1	3	Europeans	europeans
1471	29	4	1	4	discovered	discovered
1472	29	5	1	5	Easter	easter
1473	29	6	1	6	"Island,"	island
1474	29	7	1	7	its	its
1475	29	8	1	8	somewhat	somewhat
1476	29	9	1	9	isolated	isolated
1477	29	10	1	10	ecosystem	ecosystem
1478	29	11	1	11	was	was
1479	29	12	1	12	suffering	suffering
1480	29	13	1	13	from	from
1481	29	14	1	14	the	the
1482	29	15	1	15	effects	effects
1483	29	16	1	16	of	of
1484	29	17	1	17	limited	limited
1485	29	18	1	18	natural	natural
1486	29	19	1	19	"resources,"	resources
1487	29	20	1	20	"deforestation,"	deforestation
1488	29	21	1	21	and	and
1489	29	22	1	22	overpopulation.	overpopulation
1490	29	23	2	1	Over	over
1491	29	24	2	2	the	the
1492	29	25	2	3	following	following
1493	29	26	2	4	years	years
1494	29	27	2	5	the	the
1495	29	28	2	6	island's	island's
1496	29	29	2	7	population	population
1497	29	30	2	8	of	of
1498	29	31	2	9	four	four
1499	29	32	2	10	thousand	thousand
1500	29	33	2	11	or	or
1501	29	34	2	12	so	so
1502	29	35	2	13	was	was
1503	29	36	2	14	slowly	slowly
1504	29	37	2	15	eroded	eroded
1505	29	38	2	16	by	by
1506	29	39	2	17	Western	western
1507	29	40	2	18	disease	disease
1508	29	41	2	19	and	and
1509	29	42	2	20	deportation	deportation
1510	29	43	2	21	by	by
1511	29	44	2	22	slave	slave
1512	29	45	2	23	traders.	traders
1513	30	1	1	1	Binge	binge
1514	30	2	1	2	drinking	drinking
1515	30	3	1	3	may	may
1516	30	4	1	4	not	not
1517	30	5	1	5	necessarily	necessarily
1518	30	6	1	6	kill	kill
1519	30	7	1	7	or	or
1520	30	8	1	8	even	even
1521	30	9	1	9	damage	damage
1522	30	10	1	10	brain	brain
1523	30	11	1	11	"cells,"	cells
1524	30	12	1	12	as	as
1525	30	13	1	13	commonly	commonly
1526	30	14	1	14	"thought,"	thought
1527	30	15	1	15	a	a
1528	30	16	1	16	new	new
1529	30	17	1	17	animal	animal
1530	30	18	1	18	study	study
1531	30	19	1	19	suggests.	suggests
1532	30	20	2	1	But	but
1533	30	21	2	2	it	it
1534	30	22	2	3	can	can
1535	30	23	2	4	block	block
1536	30	24	2	5	key	key
1537	30	25	2	6	receptors	receptors
1538	30	26	2	7	in	in
1539	30	27	2	8	the	the
1540	30	28	2	9	brain	brain
1541	30	29	2	10	and	and
1542	30	30	2	11	trigger	trigger
1543	30	31	2	12	production	production
1544	30	32	2	13	of	of
1545	30	33	2	14	a	a
1546	30	34	2	15	steroid	steroid
1547	30	35	2	16	that	that
1548	30	36	2	17	interferes	interferes
1549	30	37	2	18	with	with
1550	30	38	2	19	brain	brain
1551	30	39	2	20	functions	functions
1552	30	40	2	21	critical	critical
1553	30	41	2	22	to	to
1554	30	42	2	23	learning	learning
1555	30	43	2	24	and	and
1556	30	44	2	25	memory.	memory
1557	31	1	1	1	When	when
1558	31	2	1	2	preparing	preparing
1559	31	3	1	3	to	to
1560	31	4	1	4	check	check
1561	31	5	1	5	out	out
1562	31	6	1	6	of	of
1563	31	7	1	7	their	their
1564	31	8	1	8	hotel	hotel
1565	31	9	1	9	"room,"	room
1566	31	10	1	10	some	some
1567	31	11	1	11	frequent	frequent
1568	31	12	1	12	travelers	travelers
1569	31	13	1	13	pile	pile
1570	31	14	1	14	up	up
1571	31	15	1	15	their	their
1572	31	16	1	16	used	used
1573	31	17	1	17	bath	bath
1574	31	18	1	18	towels	towels
1575	31	19	1	19	on	on
1576	31	20	1	20	the	the
1577	31	21	1	21	bathroom	bathroom
1578	31	22	1	22	"floor,"	floor
1579	31	23	1	23	which	which
1580	31	24	1	24	would	would
1581	31	25	1	25	make	make
1582	31	26	1	26	them	them
1583	31	27	1	27	easy	easy
1584	31	28	1	28	for	for
1585	31	29	1	29	housekeepers	housekeepers
1586	31	30	1	30	to	to
1587	31	31	1	31	spot.	spot
1588	31	32	2	1	Other	other
1589	31	33	2	2	travelers	travelers
1590	31	34	2	3	neatly	neatly
1591	31	35	2	4	fold	fold
1592	31	36	2	5	"them,"	them
1593	31	37	2	6	or	or
1594	31	38	2	7	hang	hang
1595	31	39	2	8	them	them
1596	31	40	2	9	from	from
1597	31	41	2	10	the	the
1598	31	42	2	11	shower	shower
1599	31	43	2	12	curtain	curtain
1600	31	44	2	13	pole	pole
1601	32	1	1	1	In	In
1602	32	2	1	2	no	no
1603	32	3	1	3	celestial	celestial
1604	32	4	1	4	"hurry,"	hurry
1605	32	5	1	5	Neptune	neptune
1606	32	6	1	6	has	has
1607	32	7	1	7	just	just
1608	32	8	1	8	completed	completed
1609	32	9	1	9	its	its
1610	32	10	1	10	first	first
1611	32	11	1	11	orbit	orbit
1612	32	12	1	12	around	around
1613	32	13	1	13	the	the
1614	32	14	1	14	sun	sun
1615	32	15	1	15	since	since
1616	32	16	1	16	being	being
1617	32	17	1	17	discovered	discovered
1618	32	18	1	18	165	165
1619	32	19	1	19	years	years
1620	32	20	1	20	ago	ago
1621	32	21	1	21	by	by
1622	32	22	1	22	Earthlings.	earthlings
1623	32	23	2	1	As	as
1624	32	24	2	2	Space.com	spacecom
1625	32	25	2	3	"notes,"	notes
1626	32	26	2	4	the	the
1627	32	27	2	5	big	big
1628	32	28	2	6	blue-green	blue-green
1629	32	29	2	7	gas	gas
1630	32	30	2	8	bag	bag
1631	32	31	2	9	is	is
1632	32	32	2	10	the	the
1633	32	33	2	11	only	only
1634	32	34	2	12	planet	planet
1635	32	35	2	13	in	in
1636	32	36	2	14	our	our
1637	32	37	2	15	solar	solar
1638	32	38	2	16	system	system
1639	32	39	2	17	to	to
1640	32	40	2	18	be	be
1641	32	41	2	19	discovered	discovered
1642	32	42	2	20	by	by
1643	32	43	2	21	mathematics	mathematics
1644	33	1	1	1	When	when
1645	33	2	1	2	"attacked,"	attacked
1646	33	3	1	3	a	a
1647	33	4	1	4	skunk's	skunk's
1648	33	5	1	5	natural	natural
1649	33	6	1	6	inclination	inclination
1650	33	7	1	7	is	is
1651	33	8	1	8	to	to
1652	33	9	1	9	turn	turn
1653	33	10	1	10	"around,"	around
1654	33	11	1	11	lick	lick
1655	33	12	1	12	its	its
1656	33	13	1	13	tail	tail
1657	33	14	1	14	and	and
1658	33	15	1	15	spray	spray
1659	33	16	1	16	a	a
1660	33	17	1	17	noxious	noxious
1661	33	18	1	18	scent.	scent
1662	33	19	2	1	That	that
1663	33	20	2	2	works	works
1664	33	21	2	3	when	when
1665	33	22	2	4	a	a
1666	33	23	2	5	skunk	skunk
1667	33	24	2	6	faces	faces
1668	33	25	2	7	a	a
1669	33	26	2	8	natural	natural
1670	33	27	2	9	predator	predator
1671	33	28	2	10	in	in
1672	33	29	2	11	the	the
1673	33	30	2	12	"wild,"	wild
1674	33	31	2	13	but	but
1675	33	32	2	14	it's	it's
1676	33	33	2	15	not	not
1677	33	34	2	16	as	as
1678	33	35	2	17	helpful	helpful
1679	33	36	2	18	when	when
1680	33	37	2	19	faced	faced
1681	33	38	2	20	"with,"	with
1682	33	39	2	21	let's	let's
1683	33	40	2	22	"say,"	say
1684	33	41	2	23	an	an
1685	33	42	2	24	oncoming	oncoming
1686	33	43	2	25	car	car
1687	34	1	1	1	Lady	lady
1688	34	2	2	2	Gaga's	gaga's
1689	34	3	3	3	YouTube	youtube
1690	34	4	1	4	account	account
1691	34	5	1	5	was	was
1692	34	6	1	6	suspended	suspended
1693	34	7	1	7	Thursday.	thursday
1694	34	8	2	1	The	the
1695	34	9	2	2	notice	notice
1696	34	10	2	3	read	read
1697	34	11	2	4	that	that
1698	34	12	2	5	the	the
1699	34	13	2	6	suspension	suspension
1700	34	14	2	7	was	was
1701	34	15	2	8	due	due
1702	34	16	2	9	to	to
1703	34	17	2	10	"""multiple"	multiple
1704	34	18	2	11	or	or
1705	34	19	2	12	severe	severe
1706	34	20	2	13	violations	violations
1707	34	21	2	14	of	of
1708	34	22	2	15	YouTube's	youtube's
1709	34	23	2	16	copyright	copyright
1710	34	24	2	17	"policy."""	policy
1711	34	25	3	1	The	the
1712	34	26	3	2	Google	google
1713	34	27	3	3	Inc.-owned	inc-owned
1714	34	28	3	4	YouTube	youtube
1715	34	29	3	5	declined	declined
1716	34	30	3	6	to	to
1717	34	31	3	7	comment.	comment
1718	34	32	4	1	It's	it's
1719	34	33	4	2	YouTube	youtube
1720	34	34	4	3	policy	policy
1721	34	35	4	4	to	to
1722	34	36	4	5	remove	remove
1723	34	37	4	6	accounts	accounts
1724	34	38	4	7	after	after
1725	34	39	4	8	three	three
1726	34	40	4	9	copyright	copyright
1727	34	41	4	10	violations.	violations
1728	35	1	1	1	The	The
1729	35	2	1	2	astronauts	astronauts
1730	35	3	1	3	used	used
1731	35	4	1	4	a	a
1732	35	5	1	5	hefty	hefty
1733	35	6	1	6	robotic	robotic
1734	35	7	1	7	arm	arm
1735	35	8	1	8	to	to
1736	35	9	1	9	move	move
1737	35	10	1	10	the	the
