"","Text_ID","Sentence_Number","text"
"982",11,24,"but their track record is discouraging"
"983",11,25,"are there any reasons to suppose that 10 years from now afghanistan will be seen as even a modest success"
"984",11,26,"actually i think there are"
"985",11,27,"but it will be largely because of them not us"
"986",11,28,"we know enough about economic development to realise that there are several necessary but insufficient conditions for success"
"987",11,29,"there has for a start to be physical safety"
"988",11,30,"it is not just that wars are immensely destructive of wealth which of course they are but conditions of lawlessness greatly raise the cost of any economic activity"
"989",11,31,"there is no point trying to create a business if the proceeds are liable to be stolen local people don't bother and potential outside investors have plenty of other opportunities and stay away"
"990",11,32,"it now seems a reasonable assumption that there will be a period of reasonable order or at least conditions where order is possible"
"991",11,33,"that creates a climate where contracts can be made and enforced where titles to land and property are respected and therefore where businesses can be allowed to develop"
"992",11,34,"next the basic physical infrastructure has to work adequately well"
"993",11,35,"if you have power cuts it becomes impossible to run the basic essentials of a modern economy such as computers and faxes"
"994",11,36,"roads have to be passable in bad weather the water has to be on the airport has to be functioning flights have to be at affordable prices and of course health care has to be adequate too"
"995",11,37,"again there seems a reasonable possibility that most of this physical infrastructure will be fixed to an acceptable level in the next five years"
"996",11,38,"there is also a reasonable possibility that living conditions will be sufficiently attractive to encourage skilled people to return to afghanistan to run the infrastructure something that is just as important as basic reconstruction"
"997",11,39,"next there has to be a functioning state performing core services and able to collect taxes to pay for these"
"998",11,40,"there has to be a functioning banking system enabling and encouraging savings and lending in order to finance economic activity"
"999",11,41,"this too looks set to happen"
"1000",11,42,"so it is possible to be reasonable optimistic about these necessary but insufficient conditions for economic recovery"
"1001",11,43,"to a fair extent these are problems that money and technical help can solve"
"1002",11,44,"but ultimately whether the country is successful will turn on other less easily generated - and less easily identified - qualities"
"1003",11,45,"these have to come from within"
"1004",11,46,"on the face of it the country seems short of things (opium poppies aside) to sell to the rest of the world"
"1005",11,47,"it will gradually have to find these"
"1006",11,48,"there are some obvious possibilities for example ecotourism and the export of traditional craft products"
"1007",11,49,"the economy will be supported too by emigrants' remittances and has in the diaspora a body of skills and contacts that could be of enormous help in the future"
"1008",11,50,"but all experience of successful economic development is that it is impossible to plan success"
"1009",11,51,"instead you have to remove blockages to development spot market signals that suggest that there is an opportunity and then try and reinforce it"
"1010",11,52,"the greatest reason for hope though is what has been happening in the last few weeks"
"1011",11,53,"within a few days of the end of hostilities there was a burst of economic activity"
"1012",11,54,"shops opened trading began"
"1013",11,55,"despite extraordinarily difficult circumstances the economy got going again"
"1014",11,56,"this is an enormously encouraging signal for afghanistan"
"1015",11,57,"who could quibble with the new measures that usher in electronic tagging for persistent child offenders awaiting trial"
"1016",11,58,"not police chiefs who have been pleading for ages for just such a system"
"1017",11,59,"at last they have got their wish and pilot schemes will commence in six areas in eight weeks going nationwide in june"
"1018",11,60,"senior officers' complaints have focused particularly but far from exclusively on london - presently in the grip of a crime wave"
"1019",11,61,"they estimate that up to 30 young offenders acting as if they are immune to the law are operating in each london borough"
"1020",11,62,"each time they are arrested and put on bail they apparently get straight back out on the streets to commit further crimes or to intimidate witnesses"
"1021",11,63,"they are adept at playing the system and often do not turn up for their trials so new dates have to be set and witnesses lose interest"
"1022",11,64,"now instead of simply releasing them prior to their trials the courts will be able to order tagging"
"1023",11,65,"the suspects will then have to wear ankle bands linked to a unit in their home and connected to a computer"
"1024",11,66,"the control will be backed by a night-time curfew"
"1025",11,67,"the great - and undeniable - advantage is that it is far far better than nothing"
"1026",11,68,"which right now is all that courts confronted with an innocent-until-proven-guilty child can offer"
"1027",11,69,"one could be forgiven for being under the impression that dealing with this very problem - of persistent young offending - was one of the main pledges that got the blair government delivered to power in the 1997 election"
"1028",11,70,"the solution then as i recall was fast-track custodial sentencing"
"1029",11,71,"is this new move then simply confirmation that the 1998 crime and disorder act has not worked"
"1030",11,72,"it would seem that way to the cynical observer who has been hearing about how persistent young offenders flout the law for years"
"1031",11,73,"but in fact the reduction in time between arrest and sentencing targeted by the government was reached and outstripped some while ago"
"1032",11,74,"as for the custodial sentences - well the youth prisons are full to bursting conditions in some are terrible and they are worsening"
"1033",11,75,"retributive punishment is being exacted in this country at a faster clip than ever often against the same people again and again and again"
"1034",11,76,"more prisons are being built at a cracking pace even though the success of the government's moves to tackle young offending so far have proved one thing beyond doubt prison does not work"
"1035",11,77,"if this sounds like a contradiction in terms it isn't if all goes well - and despite appearances it still could - the new prisons will not be supplementing the old victorian ones but replacing them"
"1036",11,78,"and god knows those grim disgusting ancient institutions need replacing"
"1037",11,79,"they need replacing with more liberal institutions in which the emphasis is not on punishment but rehabilitation"
"1038",11,80,"and the institutions that are having the most success with young offenders are the ones doing just that"
"1039",11,81,"for decades public feeling has been stirred up against the very idea of 'soft options' but it is the practical options that work"
"1040",11,82,"a young offenders' institution in reading for example scored a hit simply by cottoning on to the fact that the south-east was crying out for fork-lift truck drivers"
"1041",11,83,"training 50 young offenders resulted in 70 per cent of those on the course finding work on leaving prison"
"1042",11,84,"only three have reoffended"
"1043",11,85,"compare that 6 per cent to the 80 per cent of 14-16-year-olds who reoffend and the efficacy of retraining becomes obvious"
"1044",11,86,"and tagging despite its bad press can work just as well"
"1045",11,87,"the trouble is that it's not much good on its own"
"1046",11,88,"tagging works as part of an issp (intensive supervision and surveillance programme) these have been up and running for some time with educational courses drug rehabilitation and schemes in which reparations are made to victims"
"1047",11,89,"issps though will not apply in the short term to the children affected under david blunkett's new measures"
"1048",11,90,"they will have to wait until they are convicted for the mercies of practical help and expert training to enter their lives"
"1049",11,91,"and it is that great irony that sums up the impasse between right-wing and liberal attitudes to young criminals as well as the internal contradictions held within the left-liberal view"
"1050",11,92,"the right howls about the unfairness of the most anti-social of young people being the ones who get most help"
"1051",11,93,"they continue to bay for blood despite the fact that their tough punitive attitudes have been in the ascendancy for decades now"
"1052",11,94,"they do not want offenders to be helped"
"1053",11,95,"they want them to be made examples of"
"1054",11,96,"but at the same time the left is at fault for a different reason"
"1055",11,97,"liberals while insisting that young offenders receive education tailored to their needs are the first people to complain when it is suggested that helping children vulnerable to drifting into crime might be more sensible at an earlier stage"
"1056",11,98,"training young offenders to be fork-lift drivers is lauded while offering children or entire schools courses in which vocational or practical skills are taught alongside academic ones is viewed with distrust"
"1057",11,99,"what a weird unhelpful contradiction this is"
"1058",11,100,"yes it is unfair that disturbed children get the attention they crave only after they have become criminals"
"1059",11,101,"but the right-wing answer - denying them this - is wrong"
"1060",11,102,"likewise the conservative call for difficult schoolchildren to be put into 'sin bins' is wrong"
"1061",11,103,"what isn't wrong though is realising that many very young people in this country need the kind of guidance that issps can offer before they even break the law - or are caught doing it"
"1062",11,104,"i'm not suggesting here that difficult children should be treated like young criminals"
"1063",11,105,"instead i'm suggesting that young criminals should be treated like difficult children"
"1064",11,106,"the strategies for dealing with young people who are not coping with the education system as it stands should be similar whether or not they have committed crimes"
"1065",11,107,"it is mad for an institution on the 'inside' to be considered loonily liberal because it offers manual job training and drug rehab and one on the 'outside' to be labelled a 'sin bin' because it can offer lost youngsters similar help"
"1066",11,108,"the annoying thing is that the government appears to know this"
"1067",11,109,"its policies point rather lamely in a direction whereby this happy state of affairs might be achieved"
"1068",11,110,"but again and again this government ducks the real business of politics"
"1069",11,111,"instead of winning hearts and minds it prefers to take the coward's way out and spin its not-too-liberal policies so that they appease rather than inspire those on both sides of the political divide"
"1070",11,112,"the result is not quite but something akin to entropy"
"1071",11,113,"instead unbelievably the police the judiciary and the prison system are blamed for rising crime"
"1072",11,114,"isn't it pretty obvious that without crime we would not need these institutions at all"
"1073",11,115,"they need to be viewed as part of the solution not part of the problem"
"1074",11,116,"to this end they all need reform - the judiciary being the only one that has ducked it and the one that needs it most"
"1075",11,117,"but these are merely the bodies that deal with the human detritus we call criminals"
"1076",11,118,"it is our wider world that makes them"
"1077",11,119,"diaries exposing the secret life of kurt cobain the nirvana singer who killed himself eight years ago have been sold to a publishing house for œ28m cobain's estate which is managed by his widow courtney love struck the deal with riverhead books a us subsidiary of the british media giant pearson after fierce bidding"
"1078",11,120,"the journals which are said to include frank accounts of cobain's battles with depression and heroin addiction are likely to be published this year"
"1079",11,121,"cobain who was 27 when he killed himself in 1994 began writing his diaries when he was a teenager and continued during his to fame"
"1080",11,122,"james barber who assists ms love in managing the estate told an american newspaper yesterday that the diaries contained 'really cool stuff' there are revelations about encounters with groupies and a handwritten draft of 'smells like teen spirit' which took the seattle grunge band to the top of the charts"
"1081",11,123,"there are also lists of cobain's favourite records rules he set for the band and letters from fans"
"1082",11,124,"although the publication is bound to provoke renewed speculation about the life and death of the controversial star mr barber insisted the estate was conscious of protecting his reputation"
"1083",11,125,"'he's not here and [our] responsibility is to promote his creativity and his legacy' he said"
"1084",11,126,"julie grau editorial director of riverhead part of penguin putnam said 'the journals are an intimate portrait of an artist of great influence' they were a vital source for charles cross's biography of the singer heavier than heaven after he was granted access to them by courtney love"
"1085",11,127,"she has provoked much criticism before and since cobain's death in 1994 standing accused of manipulating him in life and then exerting unreasonable control of his legacy"
"1086",12,0,"when i was about 20 i worked in an office"
"1087",12,1,"every morning there would be that little joke where anyone who arrived five minutes late would say 'morning' and everyone would call back 'afternoon' the next joke would come at about 11 when the boss would take his coffee cup across to the sink to rinse it out"
"1088",12,2,"every day he'd say 'just going off to wash my thing - ha ha ha' and every day i wished i had the guts to wait five minutes say 'just going off to wash my thing' then walk to the sink get my knob out and scrub it with a dishcloth"
"1089",12,3,"like most office workers i never had any idea of the purpose of my office though the supervisor does his best to make out the job is extremely important when you first get there"
"1090",12,4,"'well it's a pleasure to have you with us as a vital part of the team"
"1091",12,5,"you'll be sitting here with harold and every morning the newspapers will be delivered to your desk here"
"1092",12,6,"now your job is to go through all those newspapers one by one very carefully indeed and colour in the os"
"1093",12,7,"be very careful not to do the noughts in the sports pages and when you've finished hand them across to harold for authorisation' and poor harold who's been there 54 years will say 'cor blimey it's like a madhouse in here sometimes"
"1094",12,8,"we were in here until 20 past seven one night you know"
"1095",12,9,"the evening newspaper had a big article about yoko ono going up the orinoco you see' recently for the first time since i've been commuting to an office again and i realise that i'd forgotten the most important aspect of the whole business"
"1096",12,10,"it starts with getting the train which has been at least 10 minutes late every day except once"
"1097",12,11,"but a new trick has been added"
"1098",12,12,"at london victoria the underground gets so crowded that a giant yellow light flashes and a siren wails with the sort of noise you'd expect to hear if aliens invaded"
"1099",12,13,"then a huge metal shutter is drawn across the entrance to stop anyone getting in for up to 20 minutes and a crowd of several hundred builds up"
"1100",12,14,"one morning someone lost it as if it was a trench in the first world war and yelled 'that's it i'm going in' and squeezed round the gap to charge through a line of security guards and make a break for it"
"1101",12,15,"it felt like the rest of us should shout 'oh my god tommy's cracked' and 'the fool he's going over the top' instead it was more like invasion of the body snatchers with the rest of us thinking 'don't fight it"
"1102",12,16,"be like us and accept it then there's no more pain just a numbness that's quite pleasant once you're used to it' and that way you become a commuter each day's journey indistinguishable from the next so that you notice the tiniest differences"
"1103",12,17,"'aha' i thought one day 'i must be slightly later than yesterday because the busker is at the end of 'hotel california' whereas most days she's only just started' but some things are different from before"
"1104",12,18,"to get into this office involves a series of checks guards and airport-style bag searches that make you wonder whether you've come to an underground military centre to work on a secret spaceship"
"1105",12,19,"i saw someone who'd worked there 10 years being searched 'to see if they were carrying any forks' because 'we have to be careful since 11 september' because you can't be sure that a middle manager hasn't been playing a long game slowly getting themselves promoted to reach a position where they could run amok with a fork in revenge for the israeli occupation of the west bank"
"1106",12,20,"not only that but in order to repeat the havoc of 11 september this unlikely operative of the berkshire faction of al-qa'ida would need to have perfected the technique of getting offices to fly"
"1107",12,21,"besides which inside the building is a huge canteen containing about fifty million forks"
"1108",12,22,"once inside nothing can be done without a note or a permit or a laminated card"
"1109",12,23,"a memo came round one morning to tell us that 'today between noon and one o'clock you will receive a visit from the internal window cleaner' you start to worry about saying 'i'm just nipping to the toilet' in case someone in authority says 'first you'll need to go to the fourth floor and visit the slash department to get your khazi warrant validated' in some ways office work is as class-ridden as anything from the 19th-century because its main purpose appears to be to wreck your self-esteem"
"1110",12,24,"the worst thing about spending all day being shunted from broken-down train to overcrowded tube to bureaucratic mini-metropolis is how it makes you feel utterly worthless"
"1111",12,25,"it makes you wonder whether sheep were originally super-intelligent creatures who ruled the world but after a few centuries of being herded across fields in groups of several hundred one by one they all gave up and thought 'oh sod it i might as well stare in a gormless trance until someone mercifully sticks me in a stew' if hell does exist i think it almost certainly contains a corner devoted to pointless discussions"
"1112",12,26,"under satanic coercion the damned will be obliged to sit for eternity discussing whether nature is more important than nurture or whether screen violence leads to imitative behaviour"
"1113",12,27,"and if you've behaved with particular vileness you will be forced to join the endless debate about the state of the british film industry"
"1114",12,28,"quite a few people will be doing this voluntarily this week - provoked by the bafta shortlist of nominations for best british film which this year includes some titles that seem to stretch the definition a little"
"1115",12,29,"chris columbus's harry potter and robert altman's gosford park are packed with british a-list talent but both are directed by americans and financed almost entirely with american money"
"1116",12,30,"surely the sceptics will say this is the kind of smash-and-grab raid that the best british film category was designed to prevent"
"1117",12,31,"the award has always had a smack of the consolation prize - as if it were one of those tried jolly hard stickers that the more anxious schools give out on sports day so that slow boys aren't discouraged"
"1118",12,32,"but what's the point of cordoning off a section of the trophy table if hollywood can just lean over and rake in the cups"
"1119",12,33,"bafta's definition of britishness turns out to be pretty straightforward"
"1120",12,34,"if you qualify for government tax relief as a british film then you qualify for this section"
"1121",12,35,"since the rules are that a film only counts as british if more than 70 per cent of its budget is spent in the united kingdom and more than 70 per cent of the payroll goes to european and commonwealth talent you can see that there's a concept of nationality here that is more all-embracing than that generally adopted by the uk immigration service"
"1122",12,36,"but bafta's approach to this matter strikes me as perfectly sensible - or at least properly insouciant about an essentially trivial matter"
"1123",12,37,"besides there really isn't a workable alternative"
"1124",12,38,"while there might be a popular prejudice in favour of the 'who pays the piper' approach to establishing national pedigree (if the americans foot the bill then it's an american movie) it very quickly runs into trouble"
"1125",12,39,"bridget jones's diary for instance could credibly be claimed as a french movie by those lights since a large chunk of money came from studio canal"
"1126",12,40,"follow the money and you could claim that peter greenaway makes dutch movies and ken loach spanish ones"
"1127",12,41,"it doesn't help to call for the travel documents of the producer or director either"
"1128",12,42,"is black hawk down a british film simply because ridley scott can walk through the fast track at heathrow passport control"
"1129",12,43,"or should a room with a view be regarded as quintessentially indo-american because its producer (ismail merchant) comes from bombay and its director (james ivory) from new york"
"1130",12,44,"more importantly who cares apart from the production accountants who must squeeze every last drop out of the smallprint"
"1131",12,45,"the truth is that the patrimony of a film - amorphous and debatable -- is probably the least interesting thing about it"
"1132",12,46,"cinema has always been a medium that thrived on the genius of immigrants - in this country as much as in america"
"1133",12,47,"what would hollywood have been without schmuel gelbfisch (the young polish boy who later adopted the fabulously aspirational name sam goldwyn) what would british cinema be without korda and pressburger"
"1134",12,48,"to those questions we might legitimately add another one"
"1135",12,49,"what would american cinema be without the legions of british economic migrants and gastarbeiters who do their time in the hollywood hills"
"1136",12,50,"it's time to recognise that britishness has been so successfully exported that britons can no longer claim a monopoly on its virtues"
"1137",12,51,"of late i have begun cutting my own hair"
"1138",12,52,"before this up until a few months ago i would go perhaps twice a month to my barber gino of marchmont street london wc1 to have my hair trimmed by clippers on a no 1 setting with my beard cut slightly longer"
"1139",12,53,"however for several years now gino's has been getting more and more popular"
"1140",12,54,"i don't know if this has anything to do with a number of extremely attractive women from around the world working there"
"1141",12,55,"is it a sort of timid man's lap dancing"
"1142",12,56,"i couldn't say"
"1143",12,57,"whatever the reason occasionally i would have to wait a long time before i would get to sit in the chair for the few minutes that it would take to have my own sparse bonce done"
"1144",12,58,"now i am an extremely busy man a popular and gregarious individual who is surrounded by a large and vibrant family who keep me on the go 23/6 as they say"
"1145",12,59,"the fact that just at this moment i am sitting alone in a dingy basement apartment the dank room lit by a single light bulb on the day after boxing day dining on some stale crackers and able to devote the whole day to writing 800 words to fill in for howard jacobson at a moment's notice is merely a statistical anomaly"
"1146",12,60,"whatever i felt i didn't have the time to sit around waiting my turn so while i was in spain i purchased a set of electric clippers and set about myself in the bathroom"
"1147",12,61,"at first the result was a revelation to me as far as i could see my haircut was as good as i had been getting from the professionals over all these years"
"1148",12,62,"'my god' i thought to myself 'i've been squandering seven pounds a month' not to mention all the effort i'd put in to walking painfully up and down marchmont street leaning on a zimmer frame to qualify for the oap discount now revealed as a terrible waste of time"
"1149",12,63,"my do-it-yourself haircut seemed to be a confirmation of an idea that had been at the back of my mind since the time i started losing my hair to male-pattern baldness"
"1150",12,64,"a bald man like me often harbours resentment about spending money on tonsorial elaboration since it appears an essentially pointless exercise"
"1151",12,65,"or sometimes we baldies can go the other way"
"1152",12,66,"for example there was a previous editor of this newspaper who was as bereft of hair as i yet who would visit the society trimmer trevor sorbie on average about once a week which - knowing the prices that sorbie charges - must have worked out at about œ15 a hair"
"1153",12,67,"so now i thought i was saving myself both time and money"
"1154",12,68,"i had a neat haircut while freeing up the time i would have spent at the hair salon to do more important things like download different tones for my mobile from the internet and dribble spittle on the dining room table"
"1155",12,69,"yet after a few days something strange happened to my previously uniform haircut (and i suspect this is where the skill of the professional hairdresser lies) where there seemed to be an evenly cropped skull there suddenly appeared clumps of ragged hair (which i had missed when i had been peering in the mirror) along with completely smooth irregularly shaped bald patches (which took much longer to grow back than the surrounding hair) bloody scars and cuts and long springy cable-like black hairs that sprouted from the dome of my pate"
"1156",12,70,"and frankly god knows what's going on behind me"
"1157",12,71,"the other day while i was walking past the dalston mosque in east london an angry crowd of worshippers began to form in my wake and a growing mob followed me for quite some distance muttering furious threats and imprecations until i was forced to jump on to a bus"
"1158",12,72,"piecing together what they shouted at me afterwards led me to believe that with my clippers and a wobbly hand i may inadvertently have carved various foul obscenities in arabic script onto the back of my skull"
"1159",12,73,"in the end i have nobody to blame but myself"
"1160",12,74,"i thought that i didn't need anybody else i thought i could do it for myself i was arrogant and vain and as a result i am now forced to go out only at night to slink through the streets of bloomsbury with my hideous visage covered by a long black hooded cloak"
"1161",12,75,"also since i have had time to dwell on it (though i admit i am perhaps obsessed) it strikes me that in the past few months isn't that in a way what the us has been doing - cutting its own hair"
"1162",12,76,"since september the us has in essence despite the convenient cloak of an alliance been acting on its own unilaterally with no recourse to the collective advice and wisdom of those who know a lot more about the situation than the us does or who will suffer the consequences of the us's actions"
"1163",12,77,"at the moment we are in the first days of the new haircut everything looks uniform and smart but in the coming months there is no knowing what strange lumps and excrescences will appear what bald patches or ugly springy hairs will sprout what obscenities will be written"
"1164",12,78,"or everything might turn out ok"
"1165",12,79,"the fast-food giant mcdonald's was taken to court yesterday by dozens of people who claim to have been scalded by their hot drinks"
"1166",12,80,"the 36 victims most of whom are children claim that the cups used by mcdonald's were not suitable and that the tea and coffee was too hot the high court heard"
"1167",12,81,"timothy horlock qc representing the group said children were particularly at risk from being scalded with at least 16 claimants aged four or under at the time of the accident"
"1168",12,82,"'this is not surprising since according to the defendant's own statistics 60 per cent of accidents to their customers happen to children under 10' mr horlock said"
"1169",12,83,"he said the company's marketing strategy was designed to attract young customers"
"1170",12,84,"he said many people did not realise the drinks served at mcdonald's were often far hotter than at home"
"1171",12,85,"'there was no expectation on the part of the general public that a burn from one of these drinks could result in injuries needing skin grafts' mr horlock said"
"1172",12,86,"mr horlock told the preliminary hearing that mcdonald's was aware of the danger and was negligent in not taking measures to protect its customers"
"1173",12,87,"he said the average temperature of drinks served in mcdonald's machines ranged from 75c to 90c"
"1174",12,88,"mcdonald's is contesting the action"
"1175",12,89,"in 1994 it settled a case with a woman who claimed she suffered serious burns after spilling coffee bought from a mcdonald's in new mexico"
"1176",12,90,"she was awarded $29m (œ2m) by a jury which was reduced to $640000 (œ450000) on appeal"
"1177",12,91,"the hearing continues today"
"1178",13,1,"the renaissance in children's literature is turning out to be one of the most striking cultural characteristics of our times"
"1179",13,2,"whether we are reassessing the achievements of the past as with the film of the lord of the rings or falling in love with current child-heroes like harry potter there has never been another time when children's literature could command such attention"
"1180",13,3,"about six months ago i wrote on these pages that philip pullman's novel the amber spyglass would be a worthy winner of the booker prize"
"1181",13,4,"in the event it didn't make the shortlist but it lived to fight another day"
"1182",13,5,"on tuesday night pullman walked away with the whitbread prize"
"1183",13,6,"that prize thrives on the neat concept of first dividing books up into categories - novel of the year children's book of the year and so on - and then breaking down the categories for its overall prize"
"1184",13,7,"that meant that these judges could give the award to philip pullman without being accused of dumbing down to the level of a children's book"
"1185",13,8,"peculiarly this still seems to be a very real fear"
"1186",13,9,"although we are currently seeing such an unexpected outpouring of energy in literature for children many commentators are still afraid to admit that these books can stand alongside other literature"
"1187",13,10,"novelists such as philip hensher and howard jacobson have mocked the adults who eagerly turn the pages of the harry potter books or even worse queue up to see the film without the excuse of a seven-year-old child by their side"
"1188",13,11,"and when peter jackson's film of the lord of the rings was released sceptical critics such as mark lawson thomas sutcliffe and david sexton poured scorn on people who took their childish delights into adulthood"
"1189",13,12,"they seem to believe that people who sink into tales that shrug off the adult world are absurd or even a bit dangerous"
"1190",13,13,"in one critic's words we are proof of 'the infantilisation of adult culture' but these critics who are proud to be too sophisticated to enjoy a book where a bear talks or a dragon flies might be missing out"
"1191",13,14,"they needn't be afraid that they will lose their critical edge if they let down their guard against childish things for an instant"
"1192",13,15,"do we still have to spell it out"
"1193",13,16,"it really is possible to like rowling and roth to enjoy pullman as well as proust"
"1194",13,17,"what is endearing about the new breed of children's writers is that they are firing a new bolt of energy into literature"
"1195",13,18,"na‹ve yes they may be na‹ve but what they don't suffer from is the deadening claustrophobia of so much acclaimed literature for grown-ups"
"1196",13,19,"readers who fell on hyped novels such as jonathan franzen's the corrections or margaret atwood's the blind assassin only to find them imaginatively underpowered will know what i mean when i say that even the biggest novels today can seem much smaller than life"
"1197",13,20,"still perhaps those novels honestly reflect the problematic aspects of our current condition whereas the children's writers have the liberty of escapism"
"1198",13,21,"that may be true"
"1199",13,22,"but sometimes it is worth going on these journeys - not just to escape but also to return"
"1200",13,23,"i'm sure i'm not alone in saying that after stepping into rowling's world or into pullman's world both of which thrive on the staggeringly precise and sensual detailing of their fantasy universes i found that the everyday world had juddered a little"
"1201",13,24,"without doubt they do lack other qualities that you look for in literature that isn't meant for children"
"1202",13,25,"but still rowling and pullman can achieve that precious effect on the reader of tearing away the veils of familiarity and reawakening one to the oddness and beauty of ordinary life"
"1203",13,26,"and let's not sidestep what is perhaps the most obvious point of these books' appeal"
"1204",13,27,"as with j k rowling pullman fulfils an often unassuaged longing in this secular age - he describes a great battle between good and evil a battle where everything is at stake where you have to take sides"
"1205",13,28,"for some people this is just too simple to be enjoyable"
"1206",13,29,"they recognise that morality is always about shades of grey and they don't like being seduced into these grand images of deep black and dazzling white"
"1207",13,30,"but i find this engagement with ethical themes intriguing"
"1208",13,31,"and pullman's moral vision is the most refreshing i've seen in a children's book for a long time because unlike so many others he does moral fervour without falling into a sub- christian message"
"1209",13,32,"on the contrary his work contains the most impassioned cry to accept the death of god since nietzsche"
"1210",13,33,"no wonder christians have shied away from his books"
"1211",13,34,"the amazon website where readers can post opinions contains hundreds of reviews from the united states many of them from parents who call his vision 'satanic' and 'dark and terrifying' and warn other families off them"
"1212",13,35,"the same can be heard here"
"1213",13,36,"claudia fitzherbert wrote in a newspaper yesterday 'christian parents beware his books can damage your child's faith' indeed they can"
"1214",13,37,"many writers who have tried to preach their atheism in their literature like writers who have tried to preach their religion have ended up weakening their vision"
"1215",13,38,"but here the loss of faith is made vivid and energetic"
"1216",13,39,"the thrust of the trilogy that is completed by the amber spyglass is to re-run the fall but this time sexuality and knowledge are good and authority is bad"
"1217",13,40,"the priests and the church are the embodiment of evil"
"1218",13,41,"the aim of the child protagonists is hardly unambitious - it is to destroy the dream of the kingdom of heaven and instead to put one's faith in building the republic of heaven in one's own lifetime"
"1219",13,42,"isn't this is a great vision for the world after 11 september"
"1220",13,43,"here we have a book that asks us to believe that we can build a new highly moral world without the precepts of religion"
"1221",13,44,"sure pullman ends up having his cake and eating it"
"1222",13,45,"after all a fantasy that includes angels witches embodied souls and the possibility of movement between parallel worlds is hardly a secular universe"
"1223",13,46,"this is still a children's book and it retains comforting childish elements - so it can alleviate the dreariness of rationalism with magic flowers and talking bears"
"1224",13,47,"nevertheless it's fascinating that such a book has found such an audience now"
"1225",13,48,"we have all learnt not to ask writers to give us any moral messages"
"1226",13,49,"with most literature that works perfectly because it makes us alive to irony and imagination without boxing the work up with moral preconceptions"
"1227",13,50,"but pullman is actually asking his readers to engage with him ethically as well as imaginatively"
"1228",13,51,"he says wonderfully old-fashioned things like 'blake once wrote of milton that he was 'of the devil's party without knowing it' i am of the devil's party and i know it' pullman celebrates beliefs that should be central to the world we want to build now - beliefs in equal sexual love in suspicion of authority in free thought and in a connection with the environment"
"1229",13,52,"his sales and reputation suggest that many readers are absolutely entranced by fiction that can mint such brilliant coinage from the dusty moral currency of our age"
"1230",13,53,"and even those people who deplore the so-called infantilisation of adult culture would go a long way to find anything else that has such power to make us think and wonder"
"1231",13,54,"open a kitchen drawer in any home and they will spring out at you like a jack- in-the-box"
"1232",13,55,"go to any beauty spot and you are sure to encounter a few trapped among the plants like giant insects or flapping noisily in the wind"
"1233",13,56,"floating in the local river or blocking your nearest storm drain plastic carrier bags are an unsightly and environmentally degrading fact of modern life"
"1234",13,57,"the irish government took action yesterday imposing a tax of 15 cents (9p) - dubbed the 'plastax' - on single-use plastic shopping bags payable by the shopper not the shop"
"1235",13,58,"in britain supermarkets were considering whether the green levy might eventually cross the irish sea"
"1236",13,59,"environmentalists meanwhile were estimating how far the annual consumption of 12 billion bags would fall if it did - and whether shoppers might change their habits if they had to pay for the environmental consequences of their actions"
"1237",13,60,"the notion was given a tentative thumbs-up last night by the secretary of state for the environment margaret beckett after a meeting in brussels with her european counterparts"
"1238",13,61,"'it's an interesting idea' she said"
"1239",13,62,"'we are in close touch with our irish colleagues on environmental issues and though it's not something we have in mind we will watch the results of the irish initiative with interest' there is no doubt that the irish republic has a problem with plastic bags"
"1240",13,63,"the idea of a surcharge on every carrier bag whether given away or sold was first floated in 1999 but it has taken until now to implement"
"1241",13,64,"even this introduction was delayed from 1 january because the government feared that bringing in such a measure and the euro on the same day would be too much for ireland's consumers to cope with"
"1242",13,65,"ireland's bag tax is expected to raise more than œ100m annually which will be channelled into environmental schemes"
"1243",13,66,"but bobby malloy the environment minister who first suggested the idea was clear about its aims"
"1244",13,67,"he said yesterday 'the primary purpose of this levy is not to generate revenue but to change consumer behaviour"
"1245",13,68,"'i want to see a significant reduction in the use of plastic shopping bags and a subsequent reduction in the number of bags that end up as litter' the only exemption in ireland's shops and supermarkets are the so-called 'bags for life' sold by many supermarkets for the equivalent of 10p which are replaced for free when they wear out"
"1246",13,69,"indeed many irish supermarkets reported a brisk trade in these last weekend"
"1247",13,70,"on this side of the irish sea a number of groups are watching developments closely"
"1248",13,71,"the environmental group friends of the earth believes it could be significant"
"1249",13,72,"foe spokesman mike childs said 'innovations like this will hopefully focus people's mind on reusing plastic bags and reduce the amount of unnecessary waste that is so easily created"
"1250",13,73,"we will follow its effectiveness with great interest' it might seem obvious that if you charge people for something which they used to get free they will use it less"
"1251",13,74,"the same logic underpins the proposals made a week ago by the commission for integrated transport to charge british drivers not for car ownership or petrol use but by road usage based on demand"
"1252",13,75,"plastic bags can be recycled but only about 05"
"1253",13,76,"per cent ever are despite schemes such as that operated by sainsbury's which gives a 1p refund for every bag that is reused"
"1254",13,77,"shredded and compacted they can also be used as bedding for roads and in the construction of buildings"
"1255",13,78,"yet plastic bags represent only one part of the complex overall waste problem according to both environmental groups and those who make the bags"
"1256",13,79,"at the british plastics federation the watchword is restraint"
"1257",13,80,"the bpf's senior adviser on industrial issues marcia gick said 'a survey in australia found that cigarette butts caused four times more litter than plastic bags' the survey was done by weight"
"1258",13,81,"and she added the irish have a very different problem from us in the united kingdom"
